features,labels,item_list
"[9.0, 9.0, 1.0, 1.5, 0.5, 0.5, 1.0, 2.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0478819192506625, 0.25165705163552293, 2.3998332155013062, 0.39674922271378193, 3.747503789349966, 3.6512284604927765, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['WorkDesk', 'FloorLamp', 'Bookcase']"
"[11.0, 12.0, 1.5, 1.0, 1.0, 1.0, 2.5, 1.0, 2.0, 2.5, 0.0, 0.0, 0.0, 0.0]","[3.4539994221355057, 8.673713947276383, 8.463175284164064, 0.96375228588458, 7.658386511944262, 8.558995331868173, 7.453400179612875, 4.856996794483813, 0.0, 0.0, 0.0, 0.0]","['Chest', 'Armchair', 'Bookcase', 'Couch']"
"[8.0, 10.0, 1.0, 1.5, 2.0, 2.0, 2.5, 2.0, 1.0, 1.5, 0.0, 0.0, 0.0, 0.0]","[1.0389903841039811, 5.975810514491953, 4.848873497326556, 5.43511863309153, 3.7466396048393436, 1.58882181022331, 4.3143569874294405, 8.475566358885139, 0.0, 0.0, 0.0, 0.0]","['Chest', 'Closet', 'Couch', 'WorkDesk']"
"[10.0, 9.0, 1.5, 1.0, 1.0, 1.0, 2.0, 2.0, 1.5, 1.0, 0.0, 0.0, 0.0, 0.0]","[5.622200049419135, 1.5378374045208538, 4.321314246771711, 1.6105054237846197, 6.148455421897017, 3.1706977691227385, 5.126869263150076, 7.731417140033102, 0.0, 0.0, 0.0, 0.0]","['Chest', 'Armchair', 'Closet', 'WorkDesk']"
"[10.0, 8.0, 0.5, 0.5, 1.5, 1.0, 2.0, 1.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[9.299686508418864, 3.3508536405259153, 5.521938101631503, 2.4918468129782574, 5.897149831246397, 6.372945720958048, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['FloorLamp', 'WorkDesk', 'CoffeeTable']"
"[12.0, 12.0, 0.5, 0.5, 1.5, 2.0, 1.0, 2.5, 1.0, 1.5, 0.0, 0.0, 0.0, 0.0]","[5.813368697958668, 0.3110064450943181, 1.2978491556227092, 7.792285434803436, 5.526625683898533, 5.019508271321327, 9.10329258378979, 0.10341642325847661, 0.0, 0.0, 0.0, 0.0]","['FloorLamp', 'CoffeeTable', 'Bookcase', 'WorkDesk']"
"[8.0, 10.0, 1.0, 1.0, 2.5, 1.0, 0.5, 0.5, 2.0, 2.0, 1.0, 2.0, 0.0, 0.0]","[4.682817025945172, 4.745239608649695, 1.711179674048031, 1.211076341481887, 7.217911978192587, 1.8906456405309822, 1.560328877866554, 6.327429323319247, 5.800540958524488, 7.067032478470984, 0.0, 0.0]","['Armchair', 'Bookcase', 'FloorLamp', 'Closet', 'MediaUnit']"
"[9.0, 11.0, 2.0, 2.0, 2.5, 2.0, 0.5, 0.5, 1.0, 1.0, 1.0, 1.5, 0.0, 0.0]","[4.261593975322536, 8.604911762716029, 2.066808761601488, 3.204009716479136, 3.989191396614249, 0.24642925990719533, 5.281533458661753, 6.766118083482957, 0.0686298475656324, 5.774940155704113, 0.0, 0.0]","['Closet', 'Couch', 'FloorLamp', 'Armchair', 'WorkDesk']"
"[9.0, 11.0, 1.5, 1.0, 1.0, 1.5, 2.5, 2.0, 2.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[0.5306079611494094, 8.899924000665605, 2.497567437460104, 9.059894225973972, 5.913661576191881, 7.566399700917505, 0.37617653744152, 7.4616672554029115, 0.0, 0.0, 0.0, 0.0]","['WorkDesk', 'Chest', 'Couch', 'MediaUnit']"
"[8.0, 8.0, 2.0, 2.0, 2.5, 2.0, 1.0, 2.5, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0]","[4.509101821520147, 1.4324180159846356, 4.178400409026867, 3.706953049339039, 1.1270309160493854, 1.7765356193126707, 1.5242606945864035, 7.306410781242384, 0.0, 0.0, 0.0, 0.0]","['Closet', 'Couch', 'Bookcase', 'FloorLamp']"
"[8.0, 9.0, 0.5, 0.5, 1.0, 1.5, 1.0, 1.0, 2.0, 2.0, 0.0, 0.0, 0.0, 0.0]","[2.3844602638986703, 0.8959534919441663, 5.48313996881783, 5.697561929987874, 0.2544571869358643, 6.960022421425129, 0.7342943906683226, 1.4520170520330324, 0.0, 0.0, 0.0, 0.0]","['FloorLamp', 'Chest', 'Armchair', 'Closet']"
"[11.0, 9.0, 1.0, 1.0, 1.0, 1.5, 1.5, 2.0, 1.0, 2.0, 0.5, 0.5, 2.0, 2.5]","[8.763569303878127, 1.36242602699454, 2.7123962454654116, 0.08426013734549459, 7.258021370615284, 6.563850084831873, 4.248795759517222, 6.308811987216727, 4.944012991403225, 5.496589945649881, 2.667882492147518, 3.2017245438450743]","['Armchair', 'WorkDesk', 'CoffeeTable', 'MediaUnit', 'FloorLamp', 'Couch']"
"[10.0, 8.0, 2.0, 2.0, 1.0, 1.5, 1.0, 2.5, 1.0, 1.0, 0.5, 0.5, 0.0, 0.0]","[0.8311236420108825, 4.697428424591839, 6.798633227426246, 5.2596082665099, 7.68579141511263, 1.6450797177439134, 5.652569444615149, 4.970964855100262, 4.898552255159029, 6.213996571780697, 0.0, 0.0]","['Closet', 'WorkDesk', 'Bookcase', 'Armchair', 'FloorLamp']"
"[11.0, 11.0, 1.0, 1.0, 2.0, 1.0, 2.0, 2.0, 1.5, 1.0, 1.5, 2.0, 2.5, 2.0]","[9.656545605858925, 6.430591788098564, 6.656188821246435, 4.413641641482984, 6.803169850905562, 6.165563674189158, 0.32403305649513825, 3.796511554353649, 1.2322819434312684, 0.04234517472311361, 1.0996009039847288, 8.004111214655364]","['Armchair', 'MediaUnit', 'Closet', 'WorkDesk', 'CoffeeTable', 'Couch']"
"[12.0, 10.0, 1.5, 1.0, 2.0, 1.5, 1.0, 2.0, 1.0, 1.5, 0.0, 0.0, 0.0, 0.0]","[4.331660994150466, 8.721391155815473, 8.763530006954888, 7.221743686625356, 9.617156238885332, 2.918841209092684, 0.8636526285886423, 2.554006317646339, 0.0, 0.0, 0.0, 0.0]","['WorkDesk', 'CoffeeTable', 'MediaUnit', 'Chest']"
"[12.0, 9.0, 1.0, 1.0, 2.0, 1.0, 1.0, 1.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[7.490375785051914, 5.362690372183306, 8.933525199178812, 4.286979504822105, 6.376120078747624, 0.5080641389208235, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['Armchair', 'MediaUnit', 'WorkDesk']"
"[10.0, 12.0, 2.0, 2.0, 2.0, 1.0, 2.5, 2.0, 2.5, 1.0, 0.0, 0.0, 0.0, 0.0]","[3.73048267615912, 1.7127710358850612, 7.928491053732957, 5.840476055190475, 5.060211459406279, 9.859240878934765, 0.25531669903885723, 1.5361635263252875, 0.0, 0.0, 0.0, 0.0]","['Closet', 'MediaUnit', 'Couch', 'Bookcase']"
"[10.0, 11.0, 1.5, 1.0, 1.5, 2.0, 1.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[4.4880443458862, 0.24597264893046145, 5.283458295039344, 1.4107883481508163, 3.5666966221633465, 5.5102731597015, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['Chest', 'CoffeeTable', 'MediaUnit']"
"[8.0, 10.0, 2.0, 2.5, 2.0, 2.0, 1.0, 1.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0]","[5.726300992743246, 0.36737749463419456, 0.7916423146068658, 6.431331130513732, 5.743089390593445, 3.701995308514026, 1.0567632281249115, 3.880061296267735, 0.0, 0.0, 0.0, 0.0]","['Couch', 'Closet', 'Armchair', 'FloorLamp']"
"[11.0, 10.0, 2.5, 1.0, 2.0, 2.0, 1.0, 2.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0]","[3.463122687316273, 8.575786918011275, 2.7676332803653962, 3.2993737165870938, 0.804671693811686, 7.127370135773601, 2.398974196014119, 7.673980752539069, 0.0, 0.0, 0.0, 0.0]","['Bookcase', 'Closet', 'MediaUnit', 'FloorLamp']"
"[11.0, 12.0, 2.0, 1.0, 2.5, 1.0, 1.0, 1.0, 1.0, 1.5, 0.0, 0.0, 0.0, 0.0]","[8.129719399093393, 5.54253029008085, 3.94640058299457, 3.5685938578690637, 7.988153122233043, 0.8591784698849152, 1.1094782989418228, 4.986152820198281, 0.0, 0.0, 0.0, 0.0]","['MediaUnit', 'Bookcase', 'Armchair', 'Chest']"
"[11.0, 12.0, 2.0, 1.0, 1.5, 1.0, 1.5, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.8468319806881142, 8.734198018087, 2.0722803944733807, 0.7176546263145819, 6.238023718425611, 0.4328412119920634, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['MediaUnit', 'WorkDesk', 'Chest']"
"[8.0, 8.0, 2.0, 1.5, 1.5, 1.0, 0.5, 0.5, 1.0, 1.0, 2.5, 2.0, 0.0, 0.0]","[4.353524587768213, 0.2701821430483376, 0.3797672697095253, 0.054785680478789955, 4.190118632414486, 5.261908529962208, 4.7546384670293325, 2.2636908001751594, 1.0213046370261452, 4.028759530351623, 0.0, 0.0]","['CoffeeTable', 'Chest', 'FloorLamp', 'Armchair', 'Couch']"
"[10.0, 8.0, 2.5, 2.0, 1.0, 1.5, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2.5942375759113485, 4.3109482440147735, 8.145488358818316, 4.300599534983459, 1.4053873411843087, 6.273359520268868, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['Couch', 'Chest', 'Armchair']"
"[12.0, 9.0, 2.0, 1.5, 1.0, 2.0, 1.0, 1.5, 2.0, 2.5, 1.5, 1.0, 0.0, 0.0]","[8.585080875211228, 7.392620712427634, 9.411408096545168, 3.1337195240187663, 5.509364870974539, 6.822749545177632, 3.2813180185171276, 5.942867742732994, 2.241257316205351, 0.5438205371000091, 0.0, 0.0]","['CoffeeTable', 'MediaUnit', 'WorkDesk', 'Couch', 'Chest']"
"[8.0, 11.0, 1.0, 1.0, 2.0, 1.0, 2.0, 1.5, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0]","[0.10767486452833364, 8.63494412256146, 2.641750069292722, 5.059015627283872, 4.096247459961974, 8.523242787259933, 4.246781228906943, 10.49398550969305, 0.0, 0.0, 0.0, 0.0]","['Armchair', 'MediaUnit', 'CoffeeTable', 'FloorLamp']"
"[10.0, 11.0, 2.5, 1.0, 2.0, 2.0, 1.5, 1.0, 2.0, 2.5, 0.0, 0.0, 0.0, 0.0]","[7.200953139357626, 4.34155372508647, 0.6081942105505007, 3.1187847508665323, 1.8297286774565873, 6.893265644366843, 1.3027683898462854, 8.085907139324735, 0.0, 0.0, 0.0, 0.0]","['Bookcase', 'Closet', 'Chest', 'Couch']"
"[8.0, 9.0, 0.5, 0.5, 2.5, 2.0, 2.0, 1.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[6.3548262345611555, 6.234515531402331, 2.300720287395502, 5.687051094596855, 5.481197421843015, 7.220754963682723, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['FloorLamp', 'Couch', 'CoffeeTable']"
"[11.0, 9.0, 2.0, 1.0, 1.0, 1.0, 2.5, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[7.281979376409231, 0.5424868223603738, 6.739389232131369, 5.128592468057874, 4.381226258336701, 6.415658384788811, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['MediaUnit', 'Armchair', 'Couch']"
"[8.0, 10.0, 2.0, 2.0, 1.0, 2.0, 1.0, 1.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[5.035987133388287, 2.604600905896241, 2.815384448758842, 6.658996467491152, 1.1964578925900795, 7.450218281907681, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['Closet', 'MediaUnit', 'WorkDesk']"
"[10.0, 11.0, 2.0, 1.5, 2.5, 1.0, 1.5, 1.0, 2.0, 1.0, 1.5, 1.0, 0.5, 0.5]","[4.124137687604405, 2.3796808409316954, 3.570126233641016, 9.351752931780581, 7.184387439438689, 3.4861810151031305, 4.603218359237136, 0.446084968160414, 2.455421490536348, 1.5576913726238228, 0.4439509160572697, 7.323654451113886]","['CoffeeTable', 'Bookcase', 'Chest', 'MediaUnit', 'WorkDesk', 'FloorLamp']"
"[11.0, 8.0, 2.0, 1.0, 1.0, 1.5, 1.0, 2.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.185851829055753, 5.4061549688151, 2.8260894615576984, 6.441582570119723, 4.736379561764952, 2.3512113746018386, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['MediaUnit', 'WorkDesk', 'Bookcase']"
"[11.0, 11.0, 1.0, 1.5, 2.0, 1.0, 1.0, 2.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2.426245577449558, 6.587474138111164, 3.9924675445196005, 5.117762252220517, 6.696761464359139, 0.09863664226798241, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['WorkDesk', 'MediaUnit', 'Bookcase']"
"[11.0, 9.0, 1.0, 1.5, 0.5, 0.5, 2.0, 1.5, 2.0, 2.0, 2.0, 1.0, 2.5, 1.0]","[5.0485639438907075, 2.1341473965034674, 4.489636082317413, 0.8780294972103488, 0.4695206635127841, 7.156019506102266, 1.283878288702352, 4.629357947465117, 5.158567484647674, 0.6981359403331844, 3.8779445493770157, 7.719573206480673]","['Chest', 'FloorLamp', 'CoffeeTable', 'Closet', 'MediaUnit', 'Bookcase']"
"[10.0, 9.0, 1.0, 2.5, 1.5, 1.0, 2.0, 1.0, 1.5, 2.0, 0.0, 0.0, 0.0, 0.0]","[0.30985695049066453, 0.8285684580925052, 5.34266508473031, 7.397540784697844, 4.818732027062278, 6.12148314232918, 6.975249418203637, 1.5053720164855708, 0.0, 0.0, 0.0, 0.0]","['Bookcase', 'Chest', 'MediaUnit', 'CoffeeTable']"
"[9.0, 12.0, 2.0, 1.5, 1.0, 1.0, 2.0, 2.0, 1.0, 2.5, 2.0, 1.0, 1.5, 1.0]","[0.3317419853608985, 7.717324249721591, 2.142102675126985, 5.679942314485708, 2.0086198939279276, 1.6472853476854432, 7.003760394862705, 1.5705717084690838, 4.279171482148728, 1.4014241410503638, 7.3420765336140255, 10.73618312842259]","['CoffeeTable', 'Armchair', 'Closet', 'Bookcase', 'MediaUnit', 'WorkDesk']"
"[11.0, 9.0, 1.0, 1.5, 1.0, 2.5, 1.0, 1.5, 1.5, 2.0, 2.0, 1.0, 0.0, 0.0]","[4.617051505950041, 0.6861479903265993, 0.6610233214142713, 1.170567413023429, 1.4067778766040984, 6.446152045933534, 1.0479798471032569, 3.9508074883005535, 5.3046432649840245, 4.8567311053198, 0.0, 0.0]","['WorkDesk', 'Bookcase', 'Chest', 'CoffeeTable', 'MediaUnit']"
"[11.0, 10.0, 2.0, 1.0, 1.0, 1.0, 2.0, 1.5, 2.0, 2.0, 0.0, 0.0, 0.0, 0.0]","[8.010368348270413, 6.451241355736773, 1.377064117777016, 2.0292644761715763, 0.7244885965554245, 6.461275111519511, 3.901421934683727, 5.1232133203456165, 0.0, 0.0, 0.0, 0.0]","['MediaUnit', 'Armchair', 'CoffeeTable', 'Closet']"
"[10.0, 11.0, 1.5, 1.0, 0.5, 0.5, 1.0, 1.0, 2.0, 2.5, 0.0, 0.0, 0.0, 0.0]","[6.235859901825974, 1.5048521733712328, 1.3554005813679773, 5.844189891227774, 7.736950014331933, 5.253297955886329, 5.613663554123279, 4.110691377097062, 0.0, 0.0, 0.0, 0.0]","['Chest', 'FloorLamp', 'Armchair', 'Couch']"
"[10.0, 8.0, 0.5, 0.5, 2.0, 1.0, 1.0, 2.5, 1.5, 2.0, 0.0, 0.0, 0.0, 0.0]","[8.195182161361416, 3.3614175104776374, 0.09967806080981134, 3.3687290346111194, 2.4341626588385736, 5.119468555228514, 4.708268197427325, 1.7842648150474099, 0.0, 0.0, 0.0, 0.0]","['FloorLamp', 'MediaUnit', 'Bookcase', 'CoffeeTable']"
"[10.0, 8.0, 2.0, 2.5, 1.0, 1.0, 2.5, 1.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0]","[5.43851018960418, 3.346966610242307, 5.404105018910361, 0.41126944639417595, 0.09107587841122172, 1.344987421873399, 3.4784541935878703, 6.653053829027704, 0.0, 0.0, 0.0, 0.0]","['Couch', 'Armchair', 'Bookcase', 'FloorLamp']"
"[11.0, 10.0, 1.5, 1.0, 1.0, 2.0, 2.0, 2.0, 2.0, 2.5, 2.0, 1.5, 0.0, 0.0]","[4.573631596832526, 8.945835750087973, 7.326031423679434, 6.932006121969337, 1.599482243449844, 4.629337914235378, 4.17156235121714, 5.650094051143593, 4.055288126823553, 3.647600604224142, 0.0, 0.0]","['Chest', 'MediaUnit', 'Closet', 'Couch', 'CoffeeTable']"
"[8.0, 10.0, 1.0, 1.0, 2.0, 2.0, 2.0, 1.5, 0.5, 0.5, 1.5, 1.0, 0.0, 0.0]","[3.4917001172369098, 2.6333047293480973, 5.6555640992944545, 6.331552793716444, 4.278034177194911, 0.8252772987526305, 3.5887337971540796, 6.208608014205563, 0.4525440587027195, 4.685786979178853, 0.0, 0.0]","['Armchair', 'Closet', 'CoffeeTable', 'FloorLamp', 'WorkDesk']"
"[12.0, 8.0, 0.5, 0.5, 2.5, 2.0, 1.0, 2.5, 2.0, 1.5, 1.5, 1.0, 0.0, 0.0]","[1.2002086098691958, 2.078986687734284, 3.7373405657716168, 0.7231196670620992, 8.726411580685141, 1.3803616577934916, 5.734577091626324, 5.567574892569389, 7.159708745857146, 0.9989826745751786, 0.0, 0.0]","['FloorLamp', 'Couch', 'Bookcase', 'CoffeeTable', 'Chest']"
"[9.0, 12.0, 1.0, 2.5, 2.0, 2.5, 2.0, 2.0, 1.5, 2.0, 1.0, 1.5, 0.0, 0.0]","[2.266817980601277, 6.163919553784258, 6.941943455813943, 4.8545308270237, 0.6659456975056073, 3.8373128456388175, 7.311577815616314, 2.114923797884285, 1.1620833549259508, 10.279854743091745, 0.0, 0.0]","['Bookcase', 'Couch', 'Closet', 'CoffeeTable', 'Chest']"
"[10.0, 10.0, 2.0, 1.0, 2.0, 1.5, 1.5, 1.0, 2.5, 2.0, 1.0, 1.0, 0.0, 0.0]","[7.732391735807318, 6.427849243649536, 2.5220267678640402, 4.372100936211451, 7.403056706585059, 4.432128964932503, 4.759637978111334, 0.1858240040232566, 6.187922353536382, 8.41202996439602, 0.0, 0.0]","['MediaUnit', 'CoffeeTable', 'Chest', 'Couch', 'Armchair']"
"[11.0, 11.0, 2.0, 1.5, 1.0, 1.5, 1.0, 1.0, 2.5, 1.0, 1.5, 1.0, 2.5, 2.0]","[4.76623721342722, 8.24694838377705, 5.141225375065581, 6.559343371719775, 6.379501562072509, 6.321005772142377, 4.857609189614654, 0.7371267753342814, 7.08404667249246, 1.9797079657925931, 1.5597344645771225, 7.2625176578427055]","['CoffeeTable', 'WorkDesk', 'Armchair', 'Bookcase', 'Chest', 'Couch']"
"[9.0, 12.0, 1.0, 1.5, 0.5, 0.5, 1.0, 1.0, 1.0, 2.5, 2.0, 2.0, 0.0, 0.0]","[6.461659779746522, 6.275502921376251, 5.560108848127382, 0.8520538048192428, 4.228538247792511, 3.829193597299338, 7.764832846522121, 4.516721656209636, 3.2628979570028496, 9.328200918831774, 0.0, 0.0]","['Chest', 'FloorLamp', 'Armchair', 'Bookcase', 'Closet']"
"[9.0, 8.0, 2.0, 1.0, 2.0, 1.5, 1.0, 1.5, 0.5, 0.5, 2.0, 2.0, 1.0, 1.0]","[4.161491812123524, 0.07802246359001175, 3.992715114109213, 2.57781216332557, 0.5859053252905424, 4.485307945095158, 1.9999555270196143, 0.6097973751175443, 0.09288964164489233, 1.944291929457137, 7.572592113812837, 1.9016888792187774]","['MediaUnit', 'CoffeeTable', 'WorkDesk', 'FloorLamp', 'Closet', 'Armchair']"
"[11.0, 8.0, 1.0, 1.0, 1.0, 2.5, 1.5, 1.0, 1.0, 1.5, 0.0, 0.0, 0.0, 0.0]","[4.9684953056075045, 6.794375276490582, 5.370897893232659, 4.00646409398636, 7.110341598969658, 4.338498359474015, 9.302583290197944, 1.818596986167515, 0.0, 0.0, 0.0, 0.0]","['Armchair', 'Bookcase', 'Chest', 'WorkDesk']"
"[12.0, 10.0, 0.5, 0.5, 2.0, 2.0, 1.0, 1.0, 2.0, 1.5, 2.0, 1.0, 0.0, 0.0]","[0.2823326962839576, 0.1170924486194786, 8.645085216599192, 4.1406706784122465, 0.469097181334338, 5.518672136345707, 3.5933953871149793, 7.376888150689333, 2.879055040521876, 6.15837490113227, 0.0, 0.0]","['FloorLamp', 'Closet', 'Armchair', 'CoffeeTable', 'MediaUnit']"
"[11.0, 8.0, 1.0, 1.0, 2.5, 1.0, 2.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[6.707121407244545, 2.4683285513248783, 0.17614504979172269, 5.725681730730874, 8.832218461715568, 1.493965113458836, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['Armchair', 'Bookcase', 'Closet']"
"[10.0, 10.0, 1.0, 2.0, 2.0, 1.5, 2.5, 1.0, 0.5, 0.5, 2.0, 2.0, 2.5, 2.0]","[2.129474813714128, 7.443298669004285, 1.6023977702923364, 4.558369681131089, 0.04143240942100335, 2.9421078452351304, 5.176331904017133, 0.7710339441634557, 7.633944508251257, 7.80695778095363, 5.680252976719682, 1.9674215060445261]","['MediaUnit', 'CoffeeTable', 'Bookcase', 'FloorLamp', 'Closet', 'Couch']"
"[12.0, 12.0, 1.0, 2.5, 1.0, 2.0, 1.5, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[9.714465346172743, 1.4496066827222833, 8.497666195475052, 8.017554315742093, 2.0509291238908283, 1.2393382430358568, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['Bookcase', 'MediaUnit', 'CoffeeTable']"
"[8.0, 8.0, 2.0, 2.0, 1.0, 1.5, 1.5, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[3.5687925357431647, 0.8245174360767482, 1.6178798114516688, 2.622335043635113, 6.109976444380372, 1.4389668656580519, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","['Closet', 'Chest', 'CoffeeTable']"
"[12.0, 12.0, 2.0, 1.0, 1.5, 1.0, 0.5, 0.5, 2.0, 2.0, 0.0, 0.0, 0.0, 0.0]","[2.919195598625036, 9.086012686174021, 9.044967712754447, 4.863187269103319, 5.910078244756233, 5.781997240455693, 7.756193880312489, 7.072632358477149, 0.0, 0.0, 0.0, 0.0]","['MediaUnit', 'WorkDesk', 'FloorLamp', 'Closet']"
"[8.0, 9.0, 1.0, 1.5, 2.0, 2.0, 1.5, 1.0, 2.5, 1.0, 0.0, 0.0, 0.0, 0.0]","[5.069241005903823, 1.2164981698995438, 5.242771397607491, 6.227532901843381, 0.6282994827008346, 3.9230035930960696, 2.84655789950907, 4.899297112692217, 0.0, 0.0, 0.0, 0.0]","['WorkDesk', 'Closet', 'Chest', 'Bookcase']"
"[12.0, 10.0, 2.5, 1.0, 2.0, 2.0, 1.0, 1.0, 2.0, 2.5, 1.5, 2.0, 0.0, 0.0]","[4.070838158613325, 0.9006418401257318, 4.522258236824717, 1.9670476088036999, 9.742507828007954, 2.2797573713184187, 7.630834455719161, 2.4124808156700093, 1.1105092398853087, 3.591410629603625, 0.0, 0.0]","['Bookcase', 'Closet', 'Armchair', 'Couch', 'CoffeeTable']"
"[10.0, 8.0, 1.5, 1.0, 2.0, 2.0, 1.0, 2.0, 2.0, 1.5, 0.0, 0.0, 0.0, 0.0]","[6.4350222737119935, 6.48690578921064, 0.4277328264868707, 1.305628157251158, 1.336851457433156, 5.49947643253703, 3.135730473566542, 6.346417947860615, 0.0, 0.0, 0.0, 0.0]","['Chest', 'Closet', 'MediaUnit', 'CoffeeTable']"
"[8.0, 11.0, 2.0, 2.5, 1.0, 1.0, 0.5, 0.5, 1.0, 1.5, 2.5, 1.0, 0.0, 0.0]","[2.3012966643782176, 6.508047111481989, 6.580647152193158, 7.498899175019855, 6.787764622975699, 1.8751440545951321, 0.8388420810253535, 3.600234135553313, 5.397008989047388, 2.8896018019798895, 0.0, 0.0]","['Couch', 'Armchair', 'FloorLamp', 'Chest', 'Bookcase']"
"[10.0, 11.0, 1.5, 1.0, 1.0, 2.0, 2.0, 2.0, 1.0, 2.5, 0.0, 0.0, 0.0, 0.0]","[7.79405312328085, 2.8672288436257576, 4.874618178993383, 0.49402005897755685, 2.114480172403079, 6.642424072096877, 2.6399820422318108, 3.7024432980621254, 0.0, 0.0, 0.0, 0.0]","['WorkDesk', 'MediaUnit', 'Closet', 'Bookcase']"
"[8.0, 9.0, 1.0, 1.5, 2.0, 1.0, 2.0, 2.0, 1.0, 1.0, 2.0, 2.5, 2.5, 1.0]","[2.055423971521319, 5.051161625665229, 2.609810019843178, 2.5975949473422633, 0.24918408667646896, 0.16491512606003533, 1.1175606271446654, 3.862805735049988, 5.871170942140147, 6.463617743538041, 3.4978319539407465, 5.100991397845044]","['Chest', 'MediaUnit', 'Closet', 'Armchair', 'Couch', 'Bookcase']"
"[11.0, 10.0, 1.5, 2.0, 0.5, 0.5, 1.0, 1.5, 2.5, 2.0, 2.0, 2.0, 0.0, 0.0]","[8.303146810710139, 1.0667068001220787, 8.687977067212993, 4.258643177409111, 4.579690335684335, 5.6612525087941465, 7.86618998640125, 6.08137500509889, 1.837826538023681, 7.257074189618794, 0.0, 0.0]","['CoffeeTable', 'FloorLamp', 'WorkDesk', 'Couch', 'Closet']"
"[11.0, 8.0, 2.0, 1.5, 0.5, 0.5, 2.5, 2.0, 1.0, 2.5, 1.0, 2.0, 0.0, 0.0]","[1.873859966676304, 2.079725205507441, 3.7261573560348764, 0.5955455960759809, 2.652883218293354, 5.753608550785673, 5.5943038005377925, 4.55885074373201, 7.138948417733285, 1.1594517350220879, 0.0, 0.0]","['CoffeeTable', 'FloorLamp', 'Couch', 'Bookcase', 'MediaUnit']"
"[9.0, 9.0, 2.5, 2.0, 1.5, 1.0, 2.0, 2.0, 1.0, 1.5, 0.0, 0.0, 0.0, 0.0]","[4.249902818474991, 5.5452112471535075, 7.244925460698918, 7.844254521377899, 0.14485821757157114, 0.572044097506341, 2.2026326556729847, 6.496168254654037, 0.0, 0.0, 0.0, 0.0]","['Couch', 'Chest', 'Closet', 'WorkDesk']"
"[9.0, 9.0, 1.0, 1.0, 2.5, 1.0, 1.5, 2.0, 2.0, 2.0, 1.5, 1.0, 1.0, 1.5]","[7.920971297148407, 7.637754622602315, 3.335472724049078, 1.5428066245745518, 4.274763766465785, 4.327724652802937, 0.6727724108489274, 0.6811383248056012, 2.0667142538055963, 7.3717059035932, 1.5584258284361265, 3.803657707801523]","['Armchair', 'Bookcase', 'CoffeeTable', 'Closet', 'WorkDesk', 'Chest']"
"[9.0, 9.0, 2.5, 2.0, 1.0, 2.5, 2.0, 1.5, 0.5, 0.5, 1.0, 2.0, 0.0, 0.0]","[3.364632344828038, 6.059413883660721, 4.556809618300015, 3.1394465242446223, 3.7867803488215372, 1.1768300687597568, 0.9263164584860145, 8.33340224460922, 6.485490593565306, 0.20177012317550747, 0.0, 0.0]","['Couch', 'Bookcase', 'CoffeeTable', 'FloorLamp', 'MediaUnit']"
